user_id,text
665578,popped brunch way city toronto week visiting philly thought going pg cluck location convenient u found beast yelp search fried chicken near airbnb spot great wednesday morning around 11am place almost ours ordered buffalo sandwich mad maple sandwich delicious chicken fried gorgeously crispy breading juicy inside ate mad maple sandwich knife fork gooey syrup in good way boyfriend went ham picked sandwich eat hand overall delicious food good service would definitely recommend brunch especially like fried chicken sandwich
665578,went lockhart visiting toronto usa lockhart actually one inspiration u choosing vacation toronto though number one reason thank goodnessi found lockhart website something called harry potter themed bar enjoyed reading harry potter novel my sister stood line midnight book would get read finished watch movie time year made entire vacation wizarding world harry potter universal orlando love thing harry potter bar let downfirst all super tiny ok maybe wanted go holeinthewall diagon alley feel give pas going create harry potter themed anything need create something big enough plethora harry potter fan actually enjoy wait 3045 minute outside without kind waitlist buzzer situation etc even step foot building saturday night around 9pm club friend waiting line ticket get quidditch match literally bar waitinginline situation disappointingthen finally get look cocktail menu please tell star trek themed drink harry potter menu heartbroken get wrong trekkie way too harry potter themed bar cant come harry potter name drink there huge number character place spell creature etc book come single idea captain picard drink star trek reference lose bartending license thatdrinks ok lot unnecessary fire going on like woo cool distract fact name drink naught harry potter whatevs unimpresseddecor ok though entirely harry potter themedthe music literally 2 star music happen like 90searly 2000s everything boyfriend puzzled going music seemed place think figured song could played background harry potter scene movie rom coms instead dramaaction movie like song girl love wrong guy whatever thats total ginny reference could get dating crap together book harry finally laid one her think thats happening music fun guessing game trying tie song scene moviesbooks honestly point searching reason flatout disappointed place could entirely made upif harry potter fan like place low standard recommendation hard passtoronto though great city recommend city bar
665578,last day toronto vacation boyfriend decided rent bike ride along lake bike share location right next airbnb since see designated bike path inexperienced rider decided walk queen quay pick bike there problem finding bike using app kiosk working location picked bike and location near airbnb supposed kiosk not thats one reason one missing star purchased 2 24hour pass account able unlock 2 bike using code time fact could unlock 2 bike using code 100 clearintuitive using app tried worked half hour limit ride little annoying given amount bike available along river gave u chance stretch leg little bit picked another bike kept going rode along lake humber bridge nice ride bike seemed work okay though wished 5 speed instead 3 speed 1st gear way easy 3rd gear little tough 2nd gear always appropriate bike share back home nj 5 speed ride beautifully thats reason 5 star overall 4 star bike ride along lake nice day also short folk 5257 convert meter risk haha height bike right u seat lowest setting would recommend taking bike spin along lake tired walking know would recommend riding around city experienced unless find street designated bike lane would probably freaked first time needed cross intersection like spadinaking trolley line everywhere yikes
665578,popped fried chicken brunch action visiting toronto philly vacation disappointed chicken tender juicy fried perfectly would absolutely come again seating go grace street turn left area stone bench couple checkerboard table sit get nom go delicious chicken lived area would definitely hit place time
665578,went aquarium friday night fan expo going on partake expo apparently aquarium tried friday night invited fan dress con gear come aquarium music drink since aquarium open 11pm like club aquarium super cool experience aquarium really small think almost finished like 15 hour decided go back tunnel kind empty night good buzz really enjoyed myself sure would recommend otherwise unless aquarium get within 2 hour liked moving path tunnel think set right pace viewing beermusic probably would given 23 starsfor context im philly adventure aquarium camden big hippo ton shark exhibit including touch tank ive also huge georgia aquarium whale shark dolphin show not sure needed dolphin show size comparison aquarium seemed really tiny uneventful me
665578,came philly week toronto around laborlabour day chose noce fancy date night meal made reservation saturday night probably need back two room empty likely holiday weekend people town seated patio lovely view 711 across street people watchingwe ordered peroni smoky joe or something like that start smoky joe delicious arrived smoking skull bottle poured glass table started meal one nightly special appetizer included lamb server brought burrata thought part lamb appetizer turned later actually burrata table next u ordered server never brought attention made u feel awkward eating end paying either thought super professional especially experience earlier day went steam whistle brought soft pretzel order told oh well house someone else stopped literally took hand gave person ordered awkward noce anything low class like that pretended burrata incident 2018 happen make u feel awkward it table stole probably felt awkward thoughi ravioli ricotta peach menu delicious boyfriend pappardelle portion right although boyfriend claimed stuffed complained pappardelle belly rest eveningoverall would absolutely recommend place service classy food drink delicious overall made really nice evening out
336063,bullshit company airline ever can avoid costthis stupid company sell ticket happy taking money upfront purchased one economy ticket try pray people try sell possible upgrade first class emergency seat different seat get extra dollar flighti looked one seat selling happen seat literally row window seat side wanted charge extra 7 itthe new thing stupid class 9 boarding check late enough website let check force agree one bag seat carry on tell take bad check in get check in lock bag check would already 25 per bag cant check in take way gate 50 charge check one bag give bull shit per rule policy really strict it come find out walk plane half empty plenty space head everyone acting nothing happen yet happy charge gate doubling feeoverall company deserves 05 star stupid made bullst rule made go corporate greed hand crap thing is bought plane ticket 4 day round trip special even happen way there tried explain people front brain told never fly american airline again im frequent flier many airline flyer beware
336063,cool chinese joint phoenix cant really miss it plenty parking outside definitely seems like get busy real quickwalking inside find typical chinese decor spacious plenty seating accommodate medium large party well service pretty rapid host seating waiter table pretty quicklynow food ended going dim sum menu typical shiu mai ha cao shrimp roll tripe fried crab ball veggie everything tasted pretty authentic pretty flavorful overall place pretty typical chinese restaurant food simple good good variety choose also standard la carte menu too waiter pretty friendly however one actually super chatty pushy kept pushing u order more almost made bit uncomfortable besides that think pretty decent would give place 35 star everything never been bad start have well take away craving either way good enough nothing special cheer
336063,best pho ate open 24 hr
336063,nutella snow ice
336063,airplane terminal designation find inside go 2 every hr short term parking
336063,good portion price
336063,brownie cream great size sandwich comparable 6 inch subway club
336063,good sandwich spot breakfastbrunchlunch even craving located right across mall definitely easy spot out plenty parking conveniently locatedthe inside hip easy eye good relaxed vibe ordering pretty straight forward similarly panera bread walk cashier order food theyll bring you nice worker everyone friendly ended ordering marinara chicken sandwich like half sandwich upper slice bread bottom one top open covered arugula tomato sauce similar pizza taste wise pretty decent think wouldve preferred sandwich really since sandwich section drink wise ended espresso gotta day definitely flavorful worth trying overall id give place solid 45 star franchise ive never heard coming california seem organic nongmo seem environmentally friendly think big plus service nice could bit speedier small detail would definitely come back try food turn try it bonnie appetit
336063,cool little spot phoenix located small plaza thats actually little packed since next pho place there always car there might want consider street parkingwalking in actually look lot different outside actually pretty bright lively chill music nice decor wifi drink first time im frequent boba drinker taste average actually pretty refined order ended jasmine milk tea 75 brother got classic milk tea also 75 sweet gotta say pretty disappointed flavor bland really off boba soggy even gummy likethe service pretty bad girl took order really even look like wanted take order really felt like order nextoverall id give place 2755 star bc bad attitude cashier poor tasting drink average way place business nothing special stood nothing besides chill atmosphere enticed come back come risk cheer
336063,everything ur favorite local store brought one place
336063,stumbled upon place inside planet hollywood miracle mile shopping center little joint next popular drink place everyone go to fat tuesday small location sitting table outside restaurant nice people servicing you good recommendationsnow food needed main food item lobster roll definitely pricey amount food really know lobster really come maine either fry unlike post tasted ok me roll ended cajun style gotta say wa one pretty salty two well stacked half sandwich mainly bread taste wise decent definitely worth 24 paid it lobster roll got newport beach ca 1718 seemed still little high quality bit better overall id give place 35 star food way overpriced service ok side fairly typical main seller great id pay 24 simple sandwich try risk hungry thought lobster sounded like good idea turned ok best try let u know cheer
336063,main airport la vega airport really hard find strip daily close by made le 15 minute paristhe one problem airport is unlike jfk lax idea going pull in ur directed either terminal 1 terminal 3 main flight usually arrive terminal 1 would check quite arrive 3 get proper terminal get divided short term long term pick up pick manned way get hang whoever picking come out theyll brush u second easiest way pick someone go short term parking rate bad 2 per hour take ticket u pay leave inside also confusing find flight arriving destination left from find proper terminal company lined name anything letter number go find got terminal furthest u go tsa metal detectoroverall place deserves 3 star opinion would better organized easier people find going indicated airplane company arrives park it anyway got someone go pick up happy flying
1390897,second time visiting restaurant eaten ok figured go back bring friend u last night ordered burger platter u disappointed fact none u came close finishing plate fry old spongy sitting fry hour 3 hamburger burnt cooked liking agreed would better visiting mcdonalds 57 included 2 drink worth it left went friday great mealall would go crowd drink two pas foodgo else where
1390897,closed
1390897,breakfast average best get service slow thought overrated dennys ihop better choice
257900,left show still wiping tear eye go see soon can sure bring spouse boyfriend pre show fun happy laughing ever hit stage befuddled extreme difference sex shy sharing go enjoy
257900,dad stopped breakfast recommendation family member great choice dad french toast dipped cornflakes fried delicious corned beef hash little different normal hash meat potato grilled together corned beef crisped served next potato obrian egg place small full bar service attentive friendly back
257900,brought dad lunch delighted terrific food ordered chicken kiev stroganoff schnitzel goulash wonderful schnitzel enormous russian size assured stroganoff creamy beef tender flavorbest ive year served entree fry mashed potato lucious creamy mashie sampled borscht really flavorful lot onion potato meat smooth fragrant broth service terrifically fast enjoying others company mind wait place lot ambiance but again food made everything spent last day telling everyone work encouraging try it disappointed
257900,finished eating here food fine service sad waiter pleasant enough could seem handle one table time son wanted refill soda practically trip another waitress ask get soda thank god able pay table might still waiting check
257900,twice coffee pastry coffee delicious smooth keep cup filled dessert first time chef went selection chocolaty gorgeous look at second time pastry croissant one filled coffee cream warm oven flaky lovely cant wait try food
224297,first visit great new restaurant unique interior excellent service wait staff knowledgeable description item menu made everything sound delicious everything delicious fried chicken shrimp grit great signature cocktail inventive ingredient generous must try
394684,husband went dinner tonight thought food amazing got spring roll cream puff appetizer orange chicken sesame chicken main entree everything tasted great staff friendly definitely go back
394684,absolutely love childrens museum infant toddler perfect place keep entertained try visit least month never get old babytoddler room kid favorite definitely recommend place anyone child age birth 9 year old there little something child age here video last trip there httpwwwyoutubecomwatchv0gogky4yb0snsem
394684,place perfect layout cafe playground everything wish place like it mom dad able enjoy coffee little run around also clean son 18 month old great time definitely coming back
394684,excellent service air went around 8 pm trying fix ended calling gilbert air around 9 pm came fixed within hour fast friendly efficient would definitely recommend them
394684,husband going bravi past couple year one favorite food always amazing service great tomato soup one favorite thing get tried many pasta dish loved them also love fact theyre always quick friendly
394684,give food paradise bakery 5 star service location however horrible gotten order coworkers order wrong multiple occasion often cold unfriendly visited many location problem unfortunate often take business elsewhere due staff
394684,yum good selection tasty
394684,ordered online delivery got confirmation saying 45 min hour well hour 15 min called make sure received order said yes coming oven way apology also think called say would late would think terrible review would try work stuff like that guess theyre ok 2 star rating anyways 30 minute calling still pizza called told driver car broke down called told that said sorry id get free pizza next time uh give refund want food spat say that anyways 2 hour ordered call say driver rang doorbell gave 3 excuse asked refund said never mind place joke give business
365595,one 2nd 5k awesome fun time
365595,mike came give quote replace water heater explained important flush least year maintain prolong life water heaterwe moved forward mike work old tank tight space rusted out extremely impressed kept everything clean using booty mat mike profesional thorough would definitely use chs plumbing future would recommend othersthank mike everything
365595,dr jones staff always professional courteous take time explain different option help selection eyeglass already referred parent husband best optometrist staff to
365595,keith alex tuxedo moving help come load 16 x 8 x 8 pod saturday courteous efficient great personality husband impressed intend come unload pod u close new home
365595,husband stung scorpion reaction continued get worse afternoon finally agreed seeking medical attention due amount pain in opted take general hospital er v urgent care around corner house promptly taken back staff fantastic would definitely return hospital necessary medical treatment
365595,hired affordable energy solution srp complete energy analysis home came back go detail finding mentioned planning sell home within 23 year mind jen recommended item would beneficial use giving best bang buck every person came home process beginning analysis completed work professional friendly husband said garage cleaner left wan arrivedwe immediately noticed difference comfort home thermostat set 79 degree hour home aes seal duct complete air seal attic install new insulation look forward seeing energy bill drop thank aes team
365595,awesome service good food back
1508247,come pretty often 34 time week mostly play basketball occasional run treadmill weight lifting bad gym price paythe basketball game typically good never seen anything crazy going court something frustrating recently ac unit basketball court leaking nearly 2 week fixed leaving 14 court unusable called today said fixed pumped head get run inrecommendation one thing would like location would webcam pointing basketball court see worth drive gym in case 20 minute drive sometimes one there intentional blurry picture people identity concern seeing enough people make trip would super example day packed good long hoop session day next week may one all definite inconsistency people show seen past 6 monthsas far gym equipment ok recently upgraded treadmill audio integration television hanging front them fm frequency channel listed unfortunately used fm radio since mid90s feature phone
1209982,start empty room still took 30 min plus get food even cooked way one group raw burger worst ever feel like crap next day wish would snicker instead worth uber cab go somewhere else
1209982,worst area priced bbq sauce super bland
1209982,worst area priced bbq sauce super bland nice help
664756,century cycle fixed bike tire brake quickly time price reasonable considerint well job did cost 72 total replacement two tire tube labor staff friendly kind enjoyed experience shop
1151330,13 chana masala bit much no food took 2 hour friend charles beef w one waiter food pretty decent wish could give 25 star always round down im pessimist
1021568,friend staying linq wanted dinner went back room wow place delish giant meatball size fist amazing great flavor great portion waiter john martinez awesome too fast friendly great experience
1152100,ive coming many year now great place perfect place get smog check oil change guarantee great service here
1152100,always great service
687144,year ago went back yesterday oct 6 unfortunately worth it paid discounted ticket still worth it different last time reason bring relative abroad show them well disappointing now going look website discounted pricing worth pay full regular price now
404784,food decent margarita disgusting margarita supposed sweet one tasted like melted popsicle stick complete heavy dose high fructose corn syrupsalsas were fresh tasty spicy which salsa supposed taste cant understand anyone would go latin restaurant complain spice level cuisine freakin spicy like that eat itthe queso off tasted like botched attempt adding roux cheese sauce starchy bland chorizo certainly authentic tasted like ground beefthe empanadas pretty tasty sauce served excellentno issue service found quite goodoverall 35 star food 2 star margarita aka kid drink little alcohol added
404784,text sent bf pretty much sum experiencei cheated went paris 66 brunch experiencing omelet epiphany best omelet ever know why salmon spinach swiss cheese incredibly good must something ingredient prepared omelet cooked cannot replicate dishive several time food always excellent interesting worth calorie also great wine list do come tight time casual little french cafe tiny kitchen prepares dish scratch ordered nothing prepackaged frozen therefore take time entree arrive restaurant long expecting this probably great experience besides excellent excuse extra glass wine
404784,delicate simple deliciouswhat atevegetarian croissant sandwich 5 star flavor texture work perfectly together croissant treat worth every single caloriegreen salad side 4 star fresh dark green light fragrant balsamic dressing simple take awayhigh quality food excellent flavor combination repeat offender
404784,ten minute kickoff steelers playoff game bar stacked 4 deep one bartender staff response anticipate crowd wtf
404784,is casual bar bike path think done well excellent service great beer selection mildly decent bourbon list good but great bar food see place could nostalgic local however one traveling through super impressedalso long multiday bike ride happened stop break rating would catapulted strong 5 looking chill night great food adult beverage id go 3 in fact id go 2 jettisoned food desert ohio desperate recreationer starved indulgence americana style id give 5 winking lizard definitely agenda planned break along path
404784,good example mexican food first all make tortilla major fail thats one main reason go mexican restaurant instead making food homethe gorditas de pastor let down served grilled pineapple like menu stated lime provided anyone know pastor understand atrocity here two simple ingredient push pastor foodgasm realm key leaving blasphemous strike 2everything bland lacked capsaicin discernible amount naturally asked jalapeños listed menu raw pickled 1 waitress asked wanted raw fried totally confused whatever said raw brought pickled jalapeños lol cmon now thought mexican restaurant even know difference raw pickled jalapeños strike 3the food bad good
404784,cool looking place food average service greatthe breakdown ambiance 3 star super cool looking eerily quiet could used music also incredibly cold service 4 star excellent spot on accommodating sushi 3 star good fresh average impressive pad thai 2 star first all served lemon wedge lieu lime wedge wtf expect asian restaurant rural area hip neighborhood pittsburgh blasphemous also missing sprout cilantro green onion greasy though salad ginger dressing 2 star oh love ginger dressing one however poor example ginger content low lacked flavor perhaps premade syscothis probably great place take business associate well versed asian cuisine value looking cool enjoying life americanized even uncultured fattard group able find something menu recognize served absurdly huge portion combined hip decor may make feel like cock sufficiently large enough engage reasonable business negotiation therefore allow accomplish goal really reason think return establishment
404784,quality ingredient good however recipe basically ohio version delicious cajun food grew eating gulf ohio version mean spice left bland food like everything else food desert
404784,excellent steak atelobster bisque 2 star coagulated bland tasted like quality ingredient filet mignon 5 star perfectly cooked excellent cut meat high quality seared outside melt mouth soft inside fantastic rare beauty brussel sprout 3 star tasty sweet rich taste wine 5 star great selection overall really great restaurant tv mancencentric vibe bar totally unappealing me think dude would like that sophisticated bit unwelcoming female diner food high quality thats really matter
404784,service quality staff knowledge best encountered valley yes plant priced much higher anywhere else locally markup worth consistently get quality plant educated advice grow them
404784,pea soup 4beet salad 4scallops w brussel sprout sweet potato 2the scallop way salty basically edible everything else good
1322811,friend ate night ago took 5 minute get served food omelet mediocre best tonight decided give another shot time waited close 15 minute get served food good way side ranch 150 side parmesan 200we never come back regardless hungry 3am
1037385,really really good bbqthe brisket absolutely outstanding originally texas share brisket honestly say juiciest tenderest flavorful brisket ever in texas rib excellent pulled pork juicy flavorful side good the chicharrones clean tasting oily allthe service outstanding need try place need keep going back need support local place especially one much better chainsi back every time hankering bbq many thing trythere twelve u everyone happy almost never happens large group
164894,tonight proceeds support namiwalk 2010
164894,hair cut
164894,actually pnc
164894,tampa bound
164894,favorite asian market
164894,become birthday tradition
164894,white russian brent kirby winter classic
164894,best fastfood
164894,breakfast
164894,tuesday lunch brought u 1 pho actually attempting go superior pho find we found entrance late went 1 heard lesser pho well ive never rival superior must really great much better 1 first ordered coffee bubble tea oh love bubble tea wonderful lot tapioca bubble appetizer got vietnamese crispy crepe forgive using american name cant figure type character needed actual vietnamese thing huge really good stuffed veggie shrimp pork came great sauce dipping also got crispy spring roll honestly best spring roll ever had main course got different pho jason got p2 noodle rare beef brisket got slightly adventurous p5 which includes form beef including tripe proper pho bowl noodle giant side plate filled bean sprout fresh basil lime along super hot sauce hoisen add leisure loved pho much loved pho past minh ahn
164894,harry potter
164894,brent kirby tonight
164894,new favorite store
164894,mmmmmm
164894,need triple bypass burger stat
164894,sport show
164894,time pretty hair
164894,let say prayer brake
164894,wow
164894,could let weekend pas without going ice cream sunday chose dari view lorain rd clevelandfairview park i honestly sure side fall on place go want good old fashioned twist cone mom pop shop open summer month always chocolate vanilla available twist two flavor soft serve also available twist also assortment hard ice cream yogurt typical sundae split option order cone jason pointed flurry think blizzard candy option cannot get dq intrigued immediately changed choice flurry kitkat mm jason got kitkat twix his agreed much better dq muchwhile waiting flurry ready whole string kid kept coming asking window mistake answer no kid walked away sadly 100 certain mistake is venture guess either give away sell cheap error make paying customer appeared entire neighborhood child wonderful secret really much say place go back sure summer end
164894,again
164894,paladar favorite place work dinner progressive town guest partly location mostly food diverse fantasticthere 15 u wednesday evening decent job keeping drink filled waiter friendly although possibly bit frazzled even gave u called tour menu pointed customer favorite described dish detail menu description changed choice two others rum pork glazed cubano right too pork perfectly cooked served fantastic coconut mango rice black bean side also shared multiple guacamole salsa appetizer tortilla assortment come awesome highly recommend banana chip yum actually liked salsa guac spoiled wonderful guac trip tucson hard comparethis place lean toward pricey side happy hour special sandwich want spend ton dough also recall previous visit mojitos musthave mood drink
164894,first all love japanese food usually go sushi many enjoyable hibachi experience restaurant ive otani lunch dinner past never hibachi dining experience always quite positiveunfortunately lunch coworkers week ago different get hibachi chef cook also entertain always do love laugh uptight rarely offended guy however chef is made laugh uncomfortable chuckle mostly made want go back workhis joke inappropriate anyone especially group coworkers couple seated u kept asking everyone from came two africanamerican coworkers answer questioned really would thought africa hahahahahah really serious work friend laughed yes also looked guy like nut certainly hope wa thing typically fun hibachi trick performed chef guy good others ive seen added bonus would show great skill aiming anything able get food land there yes course plate expected also got piece chicken water glass bos got egg his everyone got type food item floating beveragepersonally found disgusting food thing though like certain thing touch cant watch participate food fight etc but since guy time and told part normal routine waitress waiting provide fresh drink well answer apparently no never received new waterthe food okay nothing special maybe tainted flavor poor experience advice go dinner regular dining side unless fan slapstick humor inappropriate joke would go elsewhere hibachi
164894,love mexican food passion greater many thing life trip tucson basically eat nothing mexican food find abundance authentic reading thinking yeah love taco bell kindly ask stop reading pick nearest heavy object smash head anyway easy cleveland ohio find decent much le fantastic authentic mexican food really need one one mi pueblothe price reasonable especially see amount food get known clean plate mexican restaurant regardless fullness regardless pain stomach stretching new size regardless food coma know hit shortly eating much food love mexican food much cant stop mi pueblo however served much food could barely eat half meal mean love every bite did literally much foodof course started munching usual chip salsa salsa however usual get one red one green fantastic got appetizer this could considered mistake considering knew much food would coming ooooh good trust me get app bring meal home chose queso fundido con raja thinking make mouth water le proficient en espanol plate melted chihuahua cheese poblano pepper come warm tortilla wrap in one favorite appetizer time cheese addict like me need thisthen meal came jason ordered flautas piled high cheese lettuce sour cream home made guacamole good really good much food plate really could see plate rice bean four flautas previously described topping little arrangement lettuce tomato believe cucumber trying consume something healthy along meal my meal way expected ordered gorditas actually thought would getting one gordita along rice bean instead rice bean served separate plate three gorditas plate leave room side dish thing like thick crispy taco sandwich got carnitas shredded pork cooked perfectly enough left eat second filling meal today lunch honestly split three glutton punishment gordita plenty food owni wish knew history place know long there believe long time everyone work super friendly great jukebox filled mexican tejano music always go original one lorain rd believe also one located university circle weve gone breakfast lunch dinner never disappointed highly highly recommend mi pueblo next mexican meal
164894,maybe change name blog to mexican food whats like yes love continue mexican feeding frenzy dinner nuevo acapulco north olmsted lorain rd neither u year reason cant quite pinpoint since clearly love mexican food five minute house friend rave constantly call u stubborn call u moron whatever go ill tell right now seriously going changeit friday night parking lot which share motel packed people waiting seat typically would make u turn right around however sign said seating bar area first come first serve table opened walked right sat down luck chip salsa immediately appeared table magic asked drink second later ordered cheladas made pacifico never chelada drink made tomato juice hot sauce beer choosing i think made thats taste least like bloody mary made beer assure good spicy boot oh rim glass lined salt lime like margarita drink great that bar tender personally came make sure liked them apparently get many request gem beveragethe chip salsa delish chip salsa constantly refilled never asked chip salsa kept appearing table magic also ordered guacamole go chip good wellnow dinner ordered burrito jason macho burrito picadillo good stuffed appeared two pound shredded beef burrito relleno thinking burrito stuffed stuffed relleno pepper sounded like best thing earth assure you mistaken picture it giant burrito fill entire plate stuffed rice bean cheese big poblano pepper also stuffed cheese could best burrito ever had rivaling chimichanga tucson el charrowith mouth half full third burrito bite exclaimed jason sure favorite mexican restaurant cleveland vicinity still hold mi pueblo number one im sure guess ill go back try again
164894,made it
164894,great sale dishware
164894,must shamrock shake
164894,jack ford tonight
164894,drug
164894,food show
164894,coffee
164894,pumpkin white chocolate mocha
164894,like eat much possible birthday weekend year proud monday akron vicinity made annual birthday stop swensons start lecturing evil fast food downfall america trans fat obesity etc know well aware fast food fan however allow rare indulgence swensons fun throwback waited never leave car oh yes think fabulous ordered galley boy super tasty barbeque tartar sauce them never would thought great combo really is also got fry come steaming hot would probably still hot let sit car way back cleveland potato puff potato puff fried potato goodness stuffed cheese jalapeno got chocolate shake jason got peanut butter peanut butter shake winner super flavorful yummy also hold statement young men working swensons hardest working guy fast food literally running back forth car car constant movement smiling speaking utmost politeness deserve normal tip double it seriously
164894,filter
164894,excited
164894,woot
164894,austin bound
164894,filter
164894,lube stop nicest guy working mom taking 1998 buick park avenue oil change afraid drive holei learned drive 89 buick lesabre one would think driving would easy me past 10 year driving much smaller vehicle getting back boat like intimidating say least felt like 16 year old driving dad car huge carrier power scooter attached back driver side window work set hand control break gaswe pulled slowly stopping hole without incident motioned guy passenger window since mine stuck place greeted u smile helped find button needed find mileage light bunch thing accommodated u milk crate outside sit hot car worked came sell u stuff chat idle thing also laugh chipmunk nest made mom air filter 10 minute flew appropriate tip nice young men would have definitely returning location future oil change
164894,coffee
164894,yes soon need go bed
1369363,took 1 hour get fish sandwichthey told would take 20 minute ridiculous
1046607,burger fry okay shake awful sent back first one cookie dough lack flavor tried peanut butter cup yuk flavor finally asked use ice cream answr no ise shake base explains ice milk taste real ice cream darn thing mcdonalds shake better flavor flavor drink it waste calorie johnny rocket much better choice
1046607,like 99cent wednesday chicken taco special authentic experience me pretentious kind person like better stick high end restaurant pay lot pretentious come price
1046607,customer service experience theater always suck past saturday top horrible went see rrated movie ticket agent asked see id selling ticket asked told ticket rrated movie sold 18 older what thats cute request mid20s midlate 30 50 cute plain insulting experience go on theater movie purchased ticket completely full 25 popcorn soda nacho accepted ticket another movie movie boring power went out 20 minute later asked could get pas come back finish movie another day well could ticket stub oh geez sure put that argument finally gave pas return 50 movie experience 23 ticket 26 snack awful going consider entertainment option better service experience
1011741,went today met counter agent carlos picked bmw 328i great service carlos give them back again thanks guy rock
1011741,whole house backing up called 3 plumbing company give quote hopefully fix issue 3 company came w different story outrageous price know buddy referred lv rooter man tech dan honest organized quick fix problem price cant beat truly reasonable helpful drain expert sure give try hell beat company outrageous price high quality work very skilledthank everything
1067318,go 3 time week customer service terrible 2 seperate occasion forgot taco unsatisfied place service
1361413,short stack definitely lived reputation first visit service food libation top notch definitely must visiting madison
565312,buffet type people hubby enjoyed variety environment little crowed noisy log selection
1385579,computer least week able schedule appointment reschedule etc beyond acceptable doctor office sorry nationwide computer issue doctor office patient level expectation includes able schedule seen
832331,place great never were meeting friend dinner absolutely enjoyed experience atmosphere food everything fantastic
177825,excellent staff super attentive helpful hotel decor modern stylish classy room spacious stayed girl weekend blast return highly recommend it
177825,great spot hangout staff friendly decor fabulous
345055,good food good sized burrito would better star employee slob like cashier got mad got order wrong tried blame saying wanted clearly stated wanted repeated still managed mess up horrible customer service skill top that talking lot garbage spanish understand it good food horrible employee one even uniform wearing bright pink shirt pant asked corporate number refused time time give me searching line letting know store ran mexican lady front acting manager horrible would recommend food service
211579,went today permanently closed need find another fred meyers close henderson area keep ring best condition nice place go going difficult many store permanently closed
211579,vietnam era vet welcome everyone treat guest respect
211579,great lunch
211579,welcome everyone
211579,starting next week opening lunch dinner smith grocery store displaying ad free magazine weekly
211579,make sugar free dessert also
211579,open 12 p 5 p mon fri sat 8a 5p closed sunday
211579,open 8am sat
211579,see ask
211579,went breakfast couple day opening first impressed soda pricey even get refill notice food choice continually changed whenever went back recommend golden corral
211579,were open
211579,good morning
211579,were evening long someone serve
211579,parade day water st
211579,great food great price homemade
211579,great day today cafe lot customer id bet somewhere hundred made grip
211579,everything special taste heaven cafe bakery
211579,starting tomorrow open f 12p 8p sat 8a 5p
211579,great place dinner catered like royalty food awesome another great place eat
211579,new hr starting next week open lunch dinner mf 12 noon 8pm sat 8 5p closed sunday
211579,opened 12 p 8 p mf sat 8a 5p closed sunday
211579,come home cooked meal family type atmosphere
211579,open 12p 8p see
211579,new hr m f 11a 3 p sat 8a5p
211579,ive panda express tight next door many time didnt even realize wing stop close wife went today get lot great tasting food money would definitely go
211579,emergency came home put garage heard loud pop spring door broken door broken middle couldnt get garage luckily neighbor gave number call came within 20 min 5pm garage fixed got two new garage door opener 10 yr warranty pleased service would recommend everyone
211579,open today 8a 5p
211579,remember new hour mf 12p8p and sat 8a5p
707790,ive neiman marcus san francisco sale associate give time day think afford buy anything store totally different experience lv store went check bugaboo selection pretty large selection even variety sf counterpart sale person courteous chatted u 15 minute showed u new denim chameleon went new paul frank bugaboo merchandise buy anything day went back following day purchase one bugaboo bag good shopping experience particular store h100
707790,fashion show mall architecture pretty amazing huge surfboard ornametal feature make mall hard miss strip neiman marcus macys nordstrom even metropark lululemon which supposedly one state nevada fashion mall good transition piece walking trump international wynn enocore h100
707790,trump intl awesome hotel stay at spent halloween weekend great time suite king size bed pull sofa bed flat screen tv modular cabinetry piece kitchenette with full size sink 2 burner microwave dorm size sub zero fridge bathroom jacuzzi tub large shower enclosure that could probably fit 3 4 people tv built mirror brunch cafebar pool spa level really good chicken caesar salad also make really good bloody mary also also brew illi coffee help morning previous night engagement 2 flatscreen tv bar catch game another tv cafe pool area spacious plenty room layout tan dj spinning music weekend stay gym decent size eliptical machine tread mill weight machine therethe trump intl nongaming casino take anything away fine establishment wynn encore 5 10 minute walk away want gamble place bet trump intl technically strip far strip either simple walk across street nordstrom walk fashion mall reach strip far all would nice someone would paint cross walk trump patron crossing street mall though would definitely stay next visit lv h100
707790,caught 1030pm sunday show really say wow 1st cirque du soleil show many thing see happening time sat left stage 2nd row really close stage opinion equivalent watching tv right front face sat row back probably could caught everything much better none le synchronized swimming dive acrobatic movement costume fire circus clown acting live music point entertaining would definitely watch again catch show first h100
707790,stayed caesar last 2 time went vega time went bachelor party time stayed new tower let say pretty lush bachelor stayed suite old tower able scope suite let say comparison old tower new tower everything new tower much better current worth it relaxing time staying caesar palace complaint here h100
707790,came lunch friend one ny said desert pretty awesome food ok nothing really special it decor diner theme lot pink everywhere ruben decent wife burger decent buddy fell trap ordered 15 hot dog nothing really special price desert ok banana split hot chocolate pink back home miami far better seredipity play lot old 80 music brought back lot good memory h100
707790,raku hidden gem lv must go restaurant go back lv started pitcher sapparo ended drinking 2 let say standard size pitcher they pretty big dinner foie gras which awesome pig ear which also awesome chicken breast skewer wrapped chicken skin home made tofu lobster which used shell head make miso soup with tuna pork intestine kobe beef wasabi dish awesome pretty small restaurant need make reservation ahead time h100
